RMNH.D.3051	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3053	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3066	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3071	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3079	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3086	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3100	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3107	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3109	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3111	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3112	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3113	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3124	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.D.3125	LiveScience	tba	Zagen van zaagvissen 15-20 stuks	Toren	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE	Zagen van zaagvissen 15-20 stuks	Toren	4rechts. Klaargezet op 2 plekken. 1) achterin depot. Stelling aan de linker muur, de laatste voor de vluchtdeur, op de bovenste plank  2) voorin, op een metalen blad op de vloer. Rechts bij binnenkomst	FALSE																															
RMNH.ECH.07076	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	tba	Draadbaan	Draadbaan	11.02.1	FALSE					tba	Draadbaan	11.02.1	FALSE																											
RMNH.ECH.07340	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Asteroidae	Draadbaan	Draadbaan	10.02.1	TRUE					Asteroidae	Draadbaan	10.02.1	TRUE																											
RMNH.ECH.07341	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Asteroidae	Draadbaan	Draadbaan	10.02.1	TRUE					Asteroidae	Draadbaan	10.02.1	TRUE																											
RMNH.ECH.07342	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Asteroidae	Draadbaan	Draadbaan	11.02.1	TRUE					Asteroidae	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07343	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Asteroidae	Draadbaan	Draadbaan	11.02.1	TRUE					Asteroidae	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07344	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Asterias rubens	Draadbaan	Draadbaan	11.02.1	TRUE					Asterias rubens	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07345	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Echinoidae	Draadbaan	Draadbaan	11.02.1	TRUE					Echinoidae	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07346	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Oriaster spec.	Draadbaan	Draadbaan	11.02.1	TRUE					Oriaster spec.	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07347	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Echinoidae	Draadbaan	Draadbaan	11.02.1	TRUE					Echinoidae	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07349	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Echinoidae	Draadbaan	Draadbaan	11.02.1	TRUE					Echinoidae	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07350	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	tba	Draadbaan	Draadbaan	11.02.1	TRUE					tba	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07353	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Ophiotrichidae	Draadbaan	Draadbaan	11.02.1	TRUE					Ophiotrichidae	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07354	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Oreaster spec.	Draadbaan	Draadbaan	11.02.1	TRUE					Oreaster spec.	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07355	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Luidia spec.	Draadbaan	Draadbaan	11.02.1	TRUE					Luidia spec.	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07356	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Heterocentrus spec.	Draadbaan	Draadbaan	10.02.1	TRUE					Heterocentrus spec.	Draadbaan	10.02.1	TRUE																											
RMNH.ECH.07357	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Spatangoida	Draadbaan	Draadbaan	10.02.1	TRUE					Spatangoida	Draadbaan	10.02.1	TRUE																											
RMNH.ECH.07359	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Echinopora spec	Draadbaan	Draadbaan	11.02.1	TRUE					Echinopora spec	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.07360	Ontmoeting	802.W.003 VASTZITTEN OP DE ZEEBODEM	Cidaris spec.	Draadbaan	Draadbaan	11.02.1	TRUE					Cidaris spec.	Draadbaan	11.02.1	TRUE																											
L.2110813	Verleiding	803.N.010.C4 Letterbak 4	Terminalia catappa L. 	Draadbaan		5.12.1	FALSE									Terminalia catappa L. 		5.12.1	FALSE																							
L.2110815	Verleiding	803.N.010.C4 Letterbak 4	Attalea spec.	Draadbaan		5.12.1	FALSE									Attalea spec.		5.12.1	FALSE																							
RMNH.ECH.2542	Verleiding	803.N.003.C Feesttaart	Oreaster reticulatus 	Draadbaan		05.02.3	TRUE									Oreaster reticulatus 		05.02.3	TRUE																							
RMNH.ECH.3753	Verleiding	803.N.003.C Feesttaart	Astropecten irregularis	Draadbaan		05.02.3	TRUE									Astropecten irregularis		05.02.3	TRUE																							
RMNH.ECH.4159	Verleiding	803.N.003.C Feesttaart	Oreaster reticulatus 	Draadbaan		05.02.3	TRUE									Oreaster reticulatus 		05.02.3	TRUE																							
L.2111730	Verleiding	803.N.010.C4 Letterbak 4	tba	Draadbaan		05.11.1	FALSE									tba		05.11.1	FALSE																							
RMNH.ECH.518	Verleiding	803.N.003.C Feesttaart	Astropecten irregularis	Draadbaan		05.02.3	TRUE									Astropecten irregularis		05.02.3	TRUE																							
RMNH.ECH.7076	Ontmoeting	802.W.003 LOPEN OVER DE ZEEBODEM	Protoreaster nodosus	Draadbaan	Draadbaan	11.02.1	TRUE					Protoreaster nodosus	Draadbaan	11.02.1	TRUE																											
RMNH.ECH.7361	Verleiding	803.S.008.C Zonder seks	Linckia laevigata	Draadbaan		06.12.2	TRUE									Linckia laevigata		06.12.2	TRUE																							
RMNH.INS.1085597	Ontmoeting	802.L.001.005.04 Insecten	Therea petiveriana Linnaeus, 1758	Vondellaan	Vondellaan	DW.E.08.017	TRUE					Therea petiveriana Linnaeus, 1758	Vondellaan	DW.E.08.017	TRUE																											
RMNH.INS.1085599	Ontmoeting	802.L.001.005.04 Insecten	Panchlora nivea Linnaeus, 1758	Vondellaan	Vondellaan	DW.E.08.017	TRUE					Panchlora nivea Linnaeus, 1758	Vondellaan	DW.E.08.017	TRUE																											
RMNH.INS.1085612	Ontmoeting	802.L.001.005.04 Insecten	Periplaneta americana Linnaeus, 1758	Vondellaan	Vondellaan	DW.E.08.017	TRUE					Periplaneta americana Linnaeus, 1758	Vondellaan	DW.E.08.017	TRUE																											
RMNH.INS.1085614	Ontmoeting	802.L.001.005.04 Insecten	Ectobius lapponicus Linnaeus, 1758	Vondellaan	Vondellaan	DW.E.08.017	TRUE					Ectobius lapponicus Linnaeus, 1758	Vondellaan	DW.E.08.017	TRUE																											
RMNH.INS.1085655	Ontmoeting	802.L.001.005.04 Insecten	Cranae luctuosa Bolivar, 1923	Vondellaan	Vondellaan	DW.E.08.017	TRUE					Cranae luctuosa Bolivar, 1923	Vondellaan	DW.E.08.017	TRUE																											
RMNH.INS.1085656	Ontmoeting	802.L.001.005.04 Insecten	Aschiphasma annulipes Westwood, 1834	Vondellaan	Vondellaan	DW.E.08.017	TRUE					Aschiphasma annulipes Westwood, 1834	Vondellaan	DW.E.08.017	TRUE																											
RMNH.INS.1085673	Ontmoeting	802.L.001.005.04 Insecten	Termes dirus	Vondellaan	Vondellaan	DW.E.08.017	TRUE					Termes dirus	Vondellaan	DW.E.08.017	TRUE																											
RMNH.INS.108777	Verleiding	803.S.005.C1 Nooit genoeg	Apis mellifera	Vondellaan		Vondellaan	TRUE									Apis mellifera		Vondellaan	TRUE																							
RMNH.INS.108778	Verleiding	803.S.005.C1 Nooit genoeg	Apis mellifera	Vondellaan		Vondellaan	TRUE									Apis mellifera		Vondellaan	TRUE																							
RMNH.INS.108779	Verleiding	803.S.005.C1 Nooit genoeg	Apis mellifera	Vondellaan		Vondellaan	TRUE									Apis mellifera		Vondellaan	TRUE																							
RMNH.INS.108780	Verleiding	803.S.005.C1 Nooit genoeg	Apis mellifera	Vondellaan		Vondellaan	TRUE									Apis mellifera		Vondellaan	TRUE																							
RMNH.INS.108781	Verleiding	803.V.001.C Etalage Geur	Apis melifera	Vondellaan		Vondellaan	TRUE									Apis melifera		Vondellaan	TRUE																							
RMNH.INS.108782	Verleiding	803.V.004.C Etalage Cadeaus	Apis mellifera	Draadbaan		06.07.3	TRUE									Apis mellifera		06.07.3	TRUE																							
RMNH.INS.108783	Verleiding	803.S.008.C Zonder seks	Apis mellifera	Draadbaan		06.12.2	TRUE									Apis mellifera		06.12.2	TRUE																							
RMNH.INS.108784	Dood	808.C.03.A	Vespa germanica	Draadbaan	Draadbaan	GF-TT	FALSE																				Vespa germanica	Draadbaan	GF-TT	FALSE												
RMNH.INS.108874	Dood	808.G.35	Pepsis cf mildei	Draadbaan	Draadbaan	03.13.2	TRUE																				Pepsis cf mildei	Draadbaan	03.13.2	TRUE												
RMNH.INS.1089608	Dood	808.P.007	Magicicada septendecim	Vondellaan	Vondellaan	Max	TRUE																				Magicicada septendecim	Vondellaan	Max	TRUE												
RMNH.INS.1089639	Verleiding	803.V.006.C Etalage Geluid	Pomponia merula Distant, 1905	Vondellaan		Vondellaan, Max	TRUE									Pomponia merula Distant, 1905		Vondellaan, Max	TRUE																							
RMNH.INS.1089642	Verleiding	803.N.005.C1 Pappa’s	Lethocerus indicus	Vondellaan		Vondellaan, Max	TRUE									Lethocerus indicus		Vondellaan, Max	TRUE																							
RMNH.INS.1089770	Verleiding	803.V.006.C Etalage Geluid	Tosena fasciata Fabricius, 1787	Vondellaan		Vondellaan, Max	TRUE									Tosena fasciata Fabricius, 1787		Vondellaan, Max	TRUE																							
RMNH.INS.1089771	Verleiding	803.V.006.C Etalage Geluid	Tosena fasciata Fabricius, 1787	Vondellaan		Vondellaan, Max	TRUE									Tosena fasciata Fabricius, 1787		Vondellaan, Max	TRUE																							
RMNH.INS.1089773	Verleiding	803.V.006.C Etalage Geluid	Tosena fasciata Fabricius, 1787	Vondellaan		Vondellaan, Max	TRUE									Tosena fasciata Fabricius, 1787		Vondellaan, Max	TRUE																							
RMNH.INS.1089774	Verleiding	803.V.006.C Etalage Geluid	Tosena fasciata Fabricius, 1787	Vondellaan		Vondellaan, Max	TRUE									Tosena fasciata Fabricius, 1787		Vondellaan, Max	TRUE																							
RMNH.INS.1089775	Verleiding	803.V.006.C Etalage Geluid	Tosena fasciata Fabricius, 1787	Vondellaan		Vondellaan, Max	TRUE									Tosena fasciata Fabricius, 1787		Vondellaan, Max	TRUE																							
RMNH.INS.1089790	Verleiding	803.V.001.C Etalage Geur	Eristalis pertinax	Vondellaan		Vondellaan, Pasquale Ciliberti	TRUE									Eristalis pertinax		Vondellaan, Pasquale Ciliberti	TRUE																							
RMNH.INS.1089791	Verleiding	803.V.001.C Etalage Geur	Eristalis pertinax	Vondellaan		Vondellaan, Pasquale Ciliberti	TRUE									Eristalis pertinax		Vondellaan, Pasquale Ciliberti	TRUE																							
RMNH.INS.1089792	Verleiding	803.V.001.C Etalage Geur	Myathropa florea	Vondellaan		Vondellaan	TRUE									Myathropa florea		Vondellaan	TRUE																							
RMNH.INS.1089793	Verleiding	803.V.001.C Etalage Geur	Myathropa florea	Vondellaan		Vondellaan	TRUE									Myathropa florea		Vondellaan	TRUE																							
RMNH.INS.1089794	Verleiding	803.V.001.C Etalage Geur	Myathropa florea	Vondellaan		Vondellaan	TRUE									Myathropa florea		Vondellaan	TRUE																							
RMNH.INS.1089795	Verleiding	803.V.006.C Etalage Geluid	Dinocras cephalotes	Vondellaan		Vondellaan, Pasquale Ciliberti	TRUE									Dinocras cephalotes		Vondellaan, Pasquale Ciliberti	TRUE																							
RMNH.INS.1089797	Verleiding	803.V.001.C Etalage Geur	Eristalis tenax	Vondellaan		Vondellaan, Pasquale Ciliberti	TRUE									Eristalis tenax		Vondellaan, Pasquale Ciliberti	TRUE																							
RMNH.INS.1089798	Verleiding	803.V.001.C Etalage Geur	Eristalis tenax	Vondellaan		Vondellaan, Pasquale Ciliberti	TRUE									Eristalis tenax		Vondellaan, Pasquale Ciliberti	TRUE																							
RMNH.INS.1089799	Verleiding	803.V.001.C Etalage Geur	Eristalis tenax	Vondellaan		Vondellaan, Pasquale Ciliberti	TRUE									Eristalis tenax		Vondellaan, Pasquale Ciliberti	TRUE																							
RMNH.INS.1089800	Dood	808.C.03.A	Lucilia sericata	Extern	Extern		FALSE																				Lucilia sericata	Extern		FALSE												
RMNH.INS.1089801	Dood	808.C.03.A	Lucilia sericata	Extern	Extern		FALSE																				Lucilia sericata	Extern		FALSE												
RMNH.INS.1089802	Dood	808.C.03.A	Lucilia sericata	Extern	Extern		FALSE																				Lucilia sericata	Extern		FALSE												
RMNH.INS.1089803	Dood	808.C.03.A	Lucilia sericata	Extern	Extern		FALSE																				Lucilia sericata	Extern		FALSE												
RMNH.INS.1089804	Dood	808.C.03.A	Lucilia sericata	Extern	Extern		FALSE																				Lucilia sericata	Extern		FALSE												
RMNH.INS.1089805	Dood	808.C.03.A	Calliphora vomitoria	Extern	Extern		FALSE																				Calliphora vomitoria	Extern		FALSE												
RMNH.INS.1089806	Dood	808.C.03.A	Calliphora vomitoria	Extern	Extern		FALSE																				Calliphora vomitoria	Extern		FALSE												
RMNH.INS.1089807	Dood	808.C.03.A	Calliphora vomitoria	Extern	Extern		FALSE																				Calliphora vomitoria	Extern		FALSE												
RMNH.INS.1089808	Dood	808.C.03.A	Calliphora vomitoria	Extern	Extern		FALSE																				Calliphora vomitoria	Extern		FALSE												
RMNH.INS.1089809	Dood	808.C.03.A	Calliphora vomitoria	Extern	Extern		FALSE																				Calliphora vomitoria	Extern		FALSE												
