RMNH.INS.1104239	Dood	808.C.03.A	Ontholestes tessellatus 	Grauwe kortschildkever	Museum	Draadbaan	GF-TT	los plaatsen	FALSE																													Ontholestes tessellatus 	Grauwe kortschildkever	Draadbaan	GF-TT	FALSE															
RMNH.INS.1104240	Dood	808.C.03.A	Nicrophorus vespillo	krompootdoodgraver	Museum	Draadbaan	GF-TT	checken	FALSE																													Nicrophorus vespillo	krompootdoodgraver	Draadbaan	GF-TT	FALSE															
RMNH.INS.1104241	Dood	808.C.03.A	Dermestes lardarius	gewone spekkever	Museum	Draadbaan	GF-TT	los plaatsen	FALSE																													Dermestes lardarius	gewone spekkever	Draadbaan	GF-TT	FALSE															
RMNH.INS.1104242	Verleiding	803.V.005.C Etalage Vechten	Dynastes hercules	Herculeskever	Draadbaan		06.08.3		FALSE											Dynastes hercules	Herculeskever		06.08.3	FALSE																																	
RMNH.INS.1104243	Verleiding	803.V.005.C Etalage Vechten	Dynastes hercules	Herculeskever	Draadbaan		06.08.3		FALSE											Dynastes hercules	Herculeskever		06.08.3	FALSE																																	
RMNH.INS.1104248	Verleiding	803.S.002.C2 Bizar	Anobium punctatum	Houtwormkever	Vondellaan		Vondellaan		FALSE											Anobium punctatum	Houtwormkever		Vondellaan	FALSE																																	
RMNH.INS.1104273	Verleiding	803.V.005.C Etalage Vechten	Chalcosoma atlas	Atlaskever	Draadbaan		06.08.3		FALSE											Chalcosoma atlas	Atlaskever		06.08.3	FALSE																																	
RMNH.INS.1104274	Verleiding	803.V.005.C Etalage Vechten	Chalcosoma atlas	Atlaskever	Draadbaan		06.08.3		FALSE											Chalcosoma atlas	Atlaskever		06.08.3	FALSE																																	
RMNH.INS.1104275	Verleiding	803.N.006.C2 Waternesten	tba	Mestkever met mestbal	Draadbaan		05.10.2		TRUE											tba	Mestkever met mestbal		05.10.2	TRUE																																	
RMNH.INS.1104774	Verleiding	803.V.004.C Etalage Cadeaus	Uromenus rugosicollis	Zadelsprinkhaan vrouw	Vondellaan		ENTO		FALSE											Uromenus rugosicollis	Zadelsprinkhaan vrouw		ENTO	FALSE																																	
RMNH.INS.1104775	Verleiding	803.V.004.C Etalage Cadeaus	Uromenus rugosicollis	Zadelsprinkhaan man	Vondellaan		ENTO		FALSE											Uromenus rugosicollis	Zadelsprinkhaan man		ENTO	FALSE																																	
RMNH.INS.1104777	Verleiding	803.V.006.C Etalage Geluid	Gryllus campestris	veldkrekel	Vondellaan		Vondellaan, Luc		FALSE											Gryllus campestris	veldkrekel		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104778	Verleiding	803.V.006.C Etalage Geluid	Gryllus campestris	veldkrekel	Vondellaan		Vondellaan, Luc		FALSE											Gryllus campestris	veldkrekel		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104781	Verleiding	803.N.003.C Feesttaart	Mantis religiosa	Bidsprinkhaan	Vondellaan		Vondellaan, Luc		FALSE											Mantis religiosa	Bidsprinkhaan		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104782	Verleiding	803.N.003.C Feesttaart	Mantis religiosa	Bidsprinkhaanbabies	Vondellaan		Vondellaan, Luc		FALSE											Mantis religiosa	Bidsprinkhaanbabies		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104783	Verleiding	803.S.008.C Zonder seks	Carausius morosus	Indische wandelende tak	Vondellaan		Vondellaan, Luc		FALSE											Carausius morosus	Indische wandelende tak		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104784	Verleiding	803.N.003.C Feesttaart	Carausius morosus	wandelende tak ouder	Vondellaan		Vondellaan, Luc		FALSE											Carausius morosus	wandelende tak ouder		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104785	Verleiding	803.N.003.C Feesttaart	Carausius morosus	wandelende tak baby	Vondellaan		Vondellaan, Luc		FALSE											Carausius morosus	wandelende tak baby		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104786	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Bidsprinkhaaneieren	Vondellaan		Vondellaan, Luc		FALSE											Mantis religiosa	Bidsprinkhaaneieren		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104787	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Bidsprinkhaaneieren	Vondellaan		Vondellaan, Luc		FALSE											Mantis religiosa	Bidsprinkhaaneieren		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104788	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Bidsprinkhaaneieren	Vondellaan		Vondellaan, Luc		FALSE											Mantis religiosa	Bidsprinkhaaneieren		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104789	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Bidsprinkhaaneieren	Vondellaan		Vondellaan, Luc		FALSE											Mantis religiosa	Bidsprinkhaaneieren		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104790	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Bidsprinkhaaneieren	Vondellaan		Vondellaan, Luc		FALSE											Mantis religiosa	Bidsprinkhaaneieren		Vondellaan, Luc	FALSE																																	
RMNH.INS.1104791	Verleiding	803.N.007.C5 Etagere 4	Mantis religiosa	Bidsprinkhaaneieren	Vondellaan		Vondellaan, Luc		FALSE											Mantis religiosa	Bidsprinkhaaneieren		Vondellaan, Luc	FALSE																																	
RMNH.INS.1105367	Verleiding	803.S.006.C Isabella doet het	Apis mellifera	bij	Vondellaan		vondellaan		TRUE											Apis mellifera	bij		vondellaan	TRUE																																	
RMNH.INS.1105368	Verleiding	803.S.006.C Isabella doet het	Apis mellifera	bij	Vondellaan		vondellaan		TRUE											Apis mellifera	bij		vondellaan	TRUE																																	
RMNH.INS.1105369	Verleiding	803.S.006.C Isabella doet het	Apis mellifera	bij	Vondellaan		vondellaan		TRUE											Apis mellifera	bij		vondellaan	TRUE																																	
RMNH.INS.1105370	Verleiding	803.S.006.C Isabella doet het	Apis mellifera	bij	Vondellaan		vondellaan		TRUE											Apis mellifera	bij		vondellaan	TRUE																																	
RMNH.INS.1105371	Verleiding	803.S.006.C Isabella doet het	Apis mellifera	bij	Vondellaan		vondellaan		TRUE											Apis mellifera	bij		vondellaan	TRUE																																	
RMNH.INS.1105372	Verleiding	803.N.006.C1 Nestje kijken	Vespa velutina	Aziatische hoornaar 	Vondellaan		Vondellaan		TRUE											Vespa velutina	Aziatische hoornaar 		Vondellaan	TRUE																																	
RMNH.INS.1105378	Verleiding	803.V.004.C Etalage Cadeaus	Osmia rufa	Rosse metselbij	Vondellaan		Vondellaan		TRUE											Osmia rufa	Rosse metselbij		Vondellaan	TRUE																																	
RMNH.INS.1105380	Verleiding	803.V.004.C Etalage Cadeaus	Eucera longicornis	Gewone langhoornbij	Vondellaan		Vondellaan		TRUE											Eucera longicornis	Gewone langhoornbij		Vondellaan	TRUE																																	
RMNH.INS.1105460	Verleiding	803.N.006.C1 Nestje kijken	Vespa velutina	Aziatisch hoornaarnest 	Draadbaan		1R; op de grond		FALSE											Vespa velutina	Aziatisch hoornaarnest 		1R; op de grond	FALSE																																	
RMNH.INS.1105461	LiveScience	tba	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	Draadbaan	R2		FALSE	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	R2	FALSE																																											
RMNH.INS.1105462	LiveScience	tba	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	Draadbaan	R2		FALSE	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	R2	FALSE																																											
RMNH.INS.1105463	LiveScience	tba	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	Draadbaan	R2		FALSE	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	R2	FALSE																																											
RMNH.INS.1105464	LiveScience	tba	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	Draadbaan	R2		FALSE	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	R2	FALSE																																											
RMNH.INS.1105465	LiveScience	tba	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	Draadbaan	R2		FALSE	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	R2	FALSE																																											
RMNH.INS.1105466	LiveScience	tba	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	Draadbaan	R2		FALSE	n.v.t.	Wespennesten (6x). (Vespidae)	Draadbaan	R2	FALSE																																											
RMNH.INS.1105467	LiveScience	tba	tba	Nachtvlinder	Toren	Toren	9links		FALSE	tba	Nachtvlinder	Toren	9links	FALSE																																											
RMNH.INS.620019	LiveScience	tba	Bombus veteranus	Bombus veteranus	Vondellaan	Vondellaan	Opslagruimte Ento, 1ste verdieping		FALSE	Bombus veteranus	Bombus veteranus	Vondellaan	Opslagruimte Ento, 1ste verdieping	FALSE																																											
RMNH.INS.620024	LiveScience	tba	Bombus veteranus	Bombus veteranus	Vondellaan	Vondellaan	Opslagruimte Ento, 1ste verdieping		FALSE	Bombus veteranus	Bombus veteranus	Vondellaan	Opslagruimte Ento, 1ste verdieping	FALSE																																											
RMNH.INS.620036	LiveScience	tba	Bombus veteranus	Bombus veteranus	Vondellaan	Vondellaan	Opslagruimte Ento, 1ste verdieping		FALSE	Bombus veteranus	Bombus veteranus	Vondellaan	Opslagruimte Ento, 1ste verdieping	FALSE																																											
RMNH.INS.663083	Verleiding	803.N.007.C5 Etagere 4	Malacosoma neustria	ringelrupsvlinder 	Vondellaan		Vondellaan, Rob		TRUE											Malacosoma neustria	ringelrupsvlinder 		Vondellaan, Rob	TRUE																																	
RMNH.INS.665681	Verleiding	803.N.007.C5 Etagere 4	Malacosoma neustria	ringelrupsvlinder 	Vondellaan		Vondellaan, Rob		TRUE											Malacosoma neustria	ringelrupsvlinder 		Vondellaan, Rob	TRUE																																	
RMNH.INS.666017	Verleiding	803.N.007.C5 Etagere 4	Malacosoma neustria	ringelrupsvlinder 	Vondellaan		Vondellaan, Rob		TRUE											Malacosoma neustria	ringelrupsvlinder 		Vondellaan, Rob	TRUE																																	
RMNH.INS.888190	Verleiding	803.V.001.C Etalage Geur	Myopa buccata	Bont blaaskaakje (male)	Vondellaan		Vondellaan, Pasquale Ciliberti		FALSE											Myopa buccata	Bont blaaskaakje (male)		Vondellaan, Pasquale Ciliberti	FALSE																																	
RMNH.INS.888306	Verleiding	803.V.001.C Etalage Geur	Myopa buccata	Bont blaaskaakje (male)	Vondellaan		Vondellaan, Pasquale Ciliberti		TRUE											Myopa buccata	Bont blaaskaakje (male)		Vondellaan, Pasquale Ciliberti	TRUE																																	
RMNH.INS.888813	Verleiding	803.V.001.C Etalage Geur	Myopa buccata	Bont blaaskaakje	Vondellaan		Vondellaan, Pasquale Ciliberti		TRUE											Myopa buccata	Bont blaaskaakje		Vondellaan, Pasquale Ciliberti	TRUE																																	
RMNH.INS.910328	Verleiding	803.V.001.C Etalage Geur	Antheraea pernyi Guérin-Méneville, 1855	Chinese zijdevlinder	Vondellaan		Vondellaan, Rob de Vos		TRUE											Antheraea pernyi Guérin-Méneville, 1855	Chinese zijdevlinder		Vondellaan, Rob de Vos	TRUE																																	
RMNH.INS.978130	Verleiding	803.S.002.C2 Bizar	Hydraena britteni	Waterkruiper	Onbekend				FALSE											Hydraena britteni	Waterkruiper			FALSE																																	
RMNH.INS.985236	Verleiding	803.V.002.C Etalage Opvallen	Nemophas tricolor	Nemophas tricolor	Vondellaan		ENTO		FALSE											Nemophas tricolor	Nemophas tricolor		ENTO	FALSE																																	
RMNH.INS.985237	Verleiding	803.V.002.C Etalage Opvallen	Nemophas tricolor	Nemophas tricolor	Vondellaan		ENTO		FALSE											Nemophas tricolor	Nemophas tricolor		ENTO	FALSE																																	
RMNH.INS.985238	Verleiding	803.V.005.C Etalage Vechten	Lucanus cervus	Vliegend hert	Draadbaan		06.08.3		TRUE											Lucanus cervus	Vliegend hert		06.08.3	TRUE																																	
RMNH.MAM.1000	Verleiding	803.N.003.C Feesttaart	Dama dama	damhertje	Toren		Toren, 13L, gang 3, 2e R		FALSE											Dama dama	damhertje		Toren, 13L, gang 3, 2e R	FALSE																																	
RMNH.MAM.12598	Dood	808.P.013	Felis catus	huiskat	Museum	Draadbaan	04.07.1	los onder stolp	TRUE																													Felis catus	huiskat	Draadbaan	04.07.1	TRUE															
RMNH.MAM.16073	LiveScience	tba	Baleanidae sp.	Walvisbot uit Haarlem; Groenlandse walvis	Draadbaan	Draadbaan	ingepakt, op pallet voor de vide		FALSE	Baleanidae sp.	Walvisbot uit Haarlem; Groenlandse walvis	Draadbaan	ingepakt, op pallet voor de vide	FALSE																																											
RMNH.MAM.16787.b	LiveScience	tba	Dendrolagus dorianus	Boomkangoeroe	Toren	Toren	2rechts		FALSE	Dendrolagus dorianus	Boomkangoeroe	Toren	2rechts	FALSE																																											
RMNH.MAM.1816	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Papio hamadryas	Mantelbaviaan man, zittend	Draadbaan	Draadbaan	11.08.1		TRUE						Papio hamadryas	Mantelbaviaan man, zittend	Draadbaan	11.08.1	TRUE																																						
RMNH.MAM.1984	Verleiding	803.V.002.C Etalage Opvallen	Pongo pygmaeus	Orang oetan 	Toren		TOREN		FALSE											Pongo pygmaeus	Orang oetan 		TOREN	FALSE																																	
RMNH.MAM.2203	Dood	808.G.22	Mandrillus leucophaeus	mandril	Museum	Draadbaan	03.09.3	op staf in podium	TRUE																													Mandrillus leucophaeus	mandril	Draadbaan	03.09.3	TRUE															
RMNH.MAM.2382	LiveScience	tba	Tursiops truncatus	Tuimelaar	Draadbaan	Draadbaan	R3		FALSE	Tursiops truncatus	Tuimelaar	Draadbaan	R3	FALSE																																											
RMNH.MAM.2559	LiveScience	tba	Orcinus orca	Orka	Draadbaan	Draadbaan	Bij expeditiedeur		FALSE	Orcinus orca	Orka	Draadbaan	Bij expeditiedeur	FALSE																																											
RMNH.MAM.27548	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Mustela erminea	Hermelijn	Draadbaan	Draadbaan	12.11.2		TRUE						Mustela erminea	Hermelijn	Draadbaan	12.11.2	TRUE																																						
RMNH.MAM.31245	LiveScience	tba	Hyperoodon ampullatus	Noordelijke butskop	Draadbaan	Draadbaan	Bij perslucht kompressor		FALSE	Hyperoodon ampullatus	Noordelijke butskop	Draadbaan	Bij perslucht kompressor	FALSE																																											
RMNH.MAM.34838.b	Verleiding	803.N.010.C9 Open stukken	Viverra tangalunga	Maleise civetkat	Draadbaan		05.07.2		TRUE											Viverra tangalunga	Maleise civetkat		05.07.2	TRUE																																	
RMNH.MAM.36318	Dood	808.G.36	Canis aureus	goudjakhals of gewone jakhals	Museum	Draadbaan	03.12.1	los plaatsen	TRUE																													Canis aureus	goudjakhals of gewone jakhals	Draadbaan	03.12.1	TRUE															
RMNH.MAM.36319	Dood	808.G.36	Canis aureus	goudjakhals of gewone jakhals	Museum	Draadbaan	03.12.1	los plaatsen	TRUE																													Canis aureus	goudjakhals of gewone jakhals	Draadbaan	03.12.1	TRUE															
RMNH.MAM.37724	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Pongo abelii	Sumatraanse Orang-oetan	Toren	Toren	DW.E.01.017.		TRUE						Pongo abelii	Sumatraanse Orang-oetan	Toren	DW.E.01.017.	TRUE																																						
RMNH.MAM.37741.b	LiveScience	tba	Pongo pygmaeus	Aapje Aram - SPECIAL	Toren	Toren	1rechts		FALSE	Pongo pygmaeus	Aapje Aram - SPECIAL	Toren	1rechts	FALSE																																											
RMNH.MAM.3985	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Dolichotis patagonum	Mara, jong	Draadbaan	Draadbaan	12.10.3		TRUE						Dolichotis patagonum	Mara, jong	Draadbaan	12.10.3	TRUE																																						
RMNH.MAM.42012	Dood	808.P.001	Gorilla gorilla	Gorilla skelet van zelfde dier als opgezet	Toren	Toren	3R	op voetstuk op podium	FALSE																													Gorilla gorilla	Gorilla skelet van zelfde dier als opgezet	Toren	3R	FALSE															
RMNH.MAM.4317	LiveScience	tba	Lagenorhynchus albirostris	Witsnuitdolfijn	Draadbaan	Draadbaan	R12		FALSE	Lagenorhynchus albirostris	Witsnuitdolfijn	Draadbaan	R12	FALSE																																											
RMNH.MAM.43508	Dood	808.G.22	Buru babirusa	Hertenzwijn	Museum	Draadbaan	03.09.2	op staf in podium	TRUE																													Buru babirusa	Hertenzwijn	Draadbaan	03.09.2	TRUE															
RMNH.MAM.45495	Verleiding	803.N.003.C Feesttaart	Sus scrofa	Wild zwijn juveniel	Toren		Toren, DW.E.02.017.042.002		FALSE											Sus scrofa	Wild zwijn juveniel		Toren, DW.E.02.017.042.002	FALSE																																	
RMNH.MAM.45496	Verleiding	803.N.003.C Feesttaart	Sus scrofa	Wild zwijn juveniel	Toren		Toren, DW.E.02.017.042.002		FALSE											Sus scrofa	Wild zwijn juveniel		Toren, DW.E.02.017.042.002	FALSE																																	
RMNH.MAM.45499	Verleiding	803.N.003.C Feesttaart	Sus scrofa	Wild zwijn juveniel	Toren		Toren, DW.E.02.017.042.002		FALSE											Sus scrofa	Wild zwijn juveniel		Toren, DW.E.02.017.042.002	FALSE																																	
RMNH.MAM.4554	Verleiding	803.N.003.C Feesttaart	Ovis Aries	Moeflon	Toren		Toren, 13L, gang 5, 1e R		FALSE											Ovis Aries	Moeflon		Toren, 13L, gang 5, 1e R	FALSE																																	
RMNH.MAM.46045	Verleiding	803.V.006.C Etalage Geluid	Cervus elaphus	Edelhert	Vondellaan		xxl		TRUE											Cervus elaphus	Edelhert		xxl	TRUE																																	
RMNH.MAM.50881	LiveScience	tba	Cephalus elaphus	Ovis ammon 	Toren	Toren	13L		FALSE	Cephalus elaphus	Ovis ammon 	Toren	13L	FALSE																																											
RMNH.MAM.59086	Verleiding	803.N.003.C Feesttaart	Tapir indicus	Tapir	Draadbaan		05.02.1		TRUE											Tapir indicus	Tapir		05.02.1	TRUE																																	
RMNH.MAM.59129	LiveScience	tba	Balaenoptera borealis	Noordse vinvis	Draadbaan	Draadbaan	Bij perslucht kompressor		FALSE	Balaenoptera borealis	Noordse vinvis	Draadbaan	Bij perslucht kompressor	FALSE																																											
RMNH.MAM.59153	LiveScience	tba	Bos taurus Linnaeus, 1758	Stier (Herman)	Draadbaan	Draadbaan	Begane grond, grote objecten		FALSE	Bos taurus Linnaeus, 1758	Stier (Herman)	Draadbaan	Begane grond, grote objecten	FALSE																																											
RMNH.MAM.59159	Verleiding	803.V.005.C Etalage Vechten	Antidorcas marsupialis	springbok	Toren		TOREN		FALSE											Antidorcas marsupialis	springbok		TOREN	FALSE																																	
RMNH.MAM.59161	Verleiding	803.V.005.C Etalage Vechten	Capra ibex	alpensteenbok 	Toren		TOREN		FALSE											Capra ibex	alpensteenbok 		TOREN	FALSE																																	
